person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
23,48000,0,7.0,0,0,5000,7.49,0.1,0,4,0.00047916666666666664
24,40000,3,8.0,2,2,7500,14.27,0.18,1,4,0.0006
27,26400,0,4.0,0,2,7000,14.27,0.27,1,8,0.0010227272727272728
22,60000,2,6.0,3,2,5000,13.06,0.08,0,3,0.00036666666666666667
22,70000,0,3.0,0,1,5600,10.59,0.08,0,3,0.00031428571428571427
22,44000,3,6.0,0,1,15000,10.99,0.34,0,4,0.0005
22,72000,0,6.0,5,2,10000,13.49,0.14,0,2,0.00030555555555555555
24,120000,3,0.0,3,0,12000,6.62,0.1,0,2,0.0002
41,36000,3,18.0,4,0,7000,7.9,0.19,0,14,0.001138888888888889
25,58500,3,1.0,0,2,5200,13.49,0.09,1,4,0.00042735042735042735
28,52692,2,1.0,2,2,9000,12.87,0.15,1,8,0.0005313899643209595
26,55000,3,1.0,1,1,12000,9.91,0.22,0,2,0.0004727272727272727
25,60000,0,7.0,3,1,15000,11.12,0.25,0,2,0.0004166666666666667
24,30000,3,2.0,4,3,6000,14.96,0.2,1,3,0.0008
29,43000,0,7.0,4,1,15000,11.71,0.35,0,8,0.0006744186046511628
42,95000,3,6.0,5,0,5000,8.9,0.05,0,17,0.00044210526315789476
36,75000,3,3.0,2,0,19600,7.88,0.25,0,12,0.00048
27,76300,0,11.0,4,0,3000,9.63,0.04,0,5,0.0003538663171690695
41,44000,0,10.0,2,0,6000,7.66,0.14,0,15,0.0009318181818181818
25,78000,0,9.0,0,3,25000,15.65,0.32,1,4,0.0003205128205128205
27,52000,0,4.0,2,1,10000,9.91,0.19,0,6,0.0005192307692307692
22,55000,0,1.0,3,1,15000,11.26,0.27,0,2,0.0004
38,90000,0,9.0,1,0,6000,6.03,0.07,0,14,0.0004222222222222222
23,50000,0,5.0,4,0,15000,6.91,0.3,0,3,0.00046
23,30000,3,2.0,0,1,7000,10.99,0.23,0,2,0.0007666666666666667
24,77000,0,3.0,1,0,14500,7.51,0.19,0,4,0.0003116883116883117
31,30000,3,0.0,2,3,4500,15.05,0.15,1,9,0.0010333333333333334
26,74000,2,7.0,2,0,5000,8.49,0.07,0,2,0.00035135135135135135
24,48000,3,1.0,1,1,4500,11.83,0.09,0,4,0.0005
38,24000,3,1.0,3,1,2000,11.36,0.08,0,17,0.0015833333333333333
24,75000,3,1.0,1,2,6000,12.99,0.08,1,3,0.00032
41,65000,3,2.0,5,0,3000,5.42,0.05,0,12,0.0006307692307692308
30,65993,3,4.0,2,3,9000,14.96,0.14,0,10,0.0004545936690255027
37,48000,3,1.0,3,2,5000,12.87,0.1,1,11,0.0007708333333333333
25,26000,2,3.0,5,0,2000,8.0,0.08,0,4,0.0009615384615384616
22,35000,3,4.0,4,1,5000,10.65,0.14,0,2,0.0006285714285714285
31,82560,3,3.0,5,0,13000,6.62,0.16,0,7,0.000375484496124031
28,48000,3,7.0,0,2,1600,13.35,0.03,1,8,0.0005833333333333334
22,31200,3,0.0,2,3,2000,15.62,0.06,0,4,0.0007051282051282052
28,58000,0,0.0,3,2,4000,15.23,0.07,1,6,0.0004827586206896552
30,50000,0,5.0,4,0,10000,7.88,0.2,0,7,0.0006
23,28452,2,5.0,5,1,2000,11.12,0.06,0,4,0.0008083790243216646
37,80000,2,8.0,2,0,10000,6.03,0.13,0,14,0.0004625
39,51000,3,3.0,0,0,15000,7.88,0.29,0,16,0.0007647058823529412
22,28800,3,0.0,1,0,5000,8.9,0.17,0,4,0.0007638888888888889
27,90000,2,11.0,5,0,18000,7.88,0.2,0,7,0.0003
29,35000,3,0.0,1,0,3000,8.49,0.09,0,7,0.0008285714285714286
27,150000,3,11.0,3,0,25000,6.99,0.17,0,9,0.00018
27,20000,3,1.0,2,0,2400,7.49,0.12,0,10,0.00135
31,50000,3,2.0,4,0,3000,8.9,0.06,0,9,0.00062
22,60000,3,0.0,0,3,16450,16.02,0.26,0,3,0.00036666666666666667
22,38000,3,6.0,4,0,3000,7.49,0.08,0,3,0.0005789473684210527
33,30000,3,0.0,0,2,5000,13.72,0.17,0,5,0.0011
22,27600,2,1.0,1,0,6000,7.74,0.22,0,3,0.0007971014492753623
23,75000,3,0.0,1,0,4400,7.29,0.06,0,4,0.0003066666666666667
23,24000,3,2.0,0,0,8000,7.88,0.33,0,3,0.0009583333333333333
21,130000,3,0.0,5,1,10000,12.18,0.08,0,4,0.00016153846153846153
23,49000,3,1.0,5,2,3500,13.43,0.07,0,2,0.00046938775510204083
22,30000,3,3.0,2,2,3600,13.43,0.12,0,2,0.0007333333333333333
23,47000,3,1.0,1,1,7000,10.99,0.15,0,3,0.0004893617021276596
26,77976,3,9.0,4,2,7500,13.48,0.09,1,2,0.000333435929003796
22,102000,0,6.0,5,1,15000,10.0,0.15,0,4,0.00021568627450980392
22,50000,3,1.0,3,2,15000,13.22,0.3,1,3,0.00044
33,43200,2,0.0,5,0,4600,5.79,0.11,0,5,0.0007638888888888889
35,44000,3,2.0,5,4,7500,16.32,0.17,0,5,0.0007954545454545455
30,76500,3,2.0,4,2,13000,13.49,0.18,1,5,0.000392156862745098
28,48000,0,7.0,2,0,2500,6.76,0.05,0,9,0.0005833333333333334
25,51000,0,3.0,1,4,16750,16.4,0.33,1,4,0.0004901960784313725
41,48000,3,16.0,3,2,7500,13.23,0.16,0,13,0.0008541666666666667
23,145008,0,4.0,1,0,5000,9.63,0.03,0,3,0.0001586119386516606
26,80000,0,7.0,4,0,5000,5.42,0.06,0,2,0.000325
58,60000,0,0.0,4,2,3500,13.92,0.06,1,30,0.0009666666666666667
26,150000,0,6.0,2,1,12000,11.11,0.08,0,2,0.00017333333333333334
25,25200,3,4.0,2,3,4475,12.92,0.18,1,3,0.000992063492063492
27,65000,0,0.0,0,1,15000,10.38,0.23,0,7,0.00041538461538461537
35,78400,3,1.0,1,4,18250,16.7,0.22,1,9,0.0004464285714285714
26,16800,3,0.0,0,3,2500,16.0,0.14,0,3,0.0015476190476190477
40,38000,0,2.0,3,0,3000,6.39,0.08,0,14,0.0010526315789473684
24,100000,0,8.0,2,0,12000,5.42,0.12,0,4,0.00024
26,38400,3,7.0,3,2,5000,15.23,0.13,0,2,0.0006770833333333334
27,98000,0,1.0,2,3,35000,16.77,0.36,0,6,0.00027551020408163264
31,70000,0,2.0,0,1,16000,11.14,0.23,0,9,0.00044285714285714284
29,60000,0,6.0,5,0,4500,7.51,0.07,0,8,0.00048333333333333334
25,67000,3,9.0,3,1,25000,11.83,0.37,0,2,0.00037313432835820896
22,55000,0,3.0,1,0,5000,8.32,0.09,0,2,0.0004
23,48000,3,4.0,0,1,15000,10.99,0.33,0,2,0.00047916666666666664
37,42000,0,11.0,2,0,8400,7.49,0.2,0,17,0.0008809523809523809
28,140000,0,0.0,4,0,35000,7.9,0.25,0,7,0.0002
25,46000,0,6.0,3,3,7000,15.33,0.16,0,3,0.0005434782608695652
24,60000,0,7.0,3,1,18000,11.99,0.3,0,2,0.0004
36,65000,0,7.0,1,2,4500,13.72,0.07,0,16,0.0005538461538461539
26,81996,3,4.0,4,3,15000,14.84,0.18,0,2,0.0003170886384701693
25,120000,0,9.0,4,0,15000,7.66,0.13,0,2,0.00020833333333333335
30,140000,0,3.0,5,0,12000,7.88,0.08,0,6,0.00021428571428571427
35,47000,2,3.0,4,0,6000,7.51,0.13,0,6,0.0007446808510638298
28,43000,3,6.0,3,0,4500,7.49,0.1,0,7,0.0006511627906976744
23,36000,3,8.0,1,1,8000,12.69,0.22,0,2,0.0006388888888888889
24,24000,3,0.0,5,1,2000,11.12,0.08,0,3,0.001
28,120000,2,11.0,5,1,5000,11.49,0.04,0,5,0.00023333333333333333
24,65000,0,8.0,5,1,15000,10.25,0.23,0,4,0.0003692307692307692
25,58500,3,1.0,2,3,3500,15.31,0.06,0,2,0.00042735042735042735
38,81000,3,3.0,2,2,20000,13.49,0.25,1,15,0.0004691358024691358
32,37000,3,1.0,3,0,2600,7.9,0.07,0,9,0.0008648648648648649
23,57000,3,1.0,1,1,2500,10.59,0.04,0,2,0.00040350877192982455
22,95000,0,0.0,1,1,21600,11.89,0.24,0,2,0.00023157894736842104
24,75000,0,1.0,1,1,19200,12.21,0.26,0,4,0.00032
22,40000,3,2.0,0,0,6000,7.88,0.15,0,2,0.00055
22,42000,0,0.0,5,1,9000,11.26,0.21,0,3,0.0005238095238095238
23,57000,3,3.0,1,1,5600,10.37,0.1,0,4,0.00040350877192982455
23,65000,0,0.0,5,2,7000,13.57,0.11,1,3,0.00035384615384615386
22,38000,3,0.0,3,1,2000,11.36,0.05,0,2,0.0005789473684210527
29,75000,3,2.0,0,1,14400,10.74,0.19,0,7,0.00038666666666666667
29,115000,0,6.0,2,2,8000,13.85,0.07,1,9,0.00025217391304347824
29,19200,3,4.0,4,1,5000,11.71,0.26,0,5,0.0015104166666666666
22,120000,0,2.0,4,0,12000,7.29,0.1,0,4,0.00018333333333333334
24,32640,0,8.0,2,0,3000,7.51,0.09,0,2,0.0007352941176470588
21,68000,3,3.0,1,1,8000,10.99,0.12,0,3,0.0003088235294117647
28,42000,3,5.0,3,1,9600,11.99,0.23,0,10,0.0006666666666666666
28,117600,0,12.0,5,2,12000,13.99,0.1,1,5,0.0002380952380952381
26,54000,3,4.0,1,0,4500,7.49,0.08,0,2,0.0004814814814814815
35,30000,2,4.0,5,2,10000,13.79,0.33,0,8,0.0011666666666666668
29,45000,3,0.0,5,2,3000,12.99,0.07,1,5,0.0006444444444444444
21,72000,0,2.0,5,1,18000,10.99,0.25,0,2,0.0002916666666666667
22,150000,0,6.0,0,1,5000,11.49,0.03,0,3,0.00014666666666666666
22,24000,3,0.0,2,0,10000,7.74,0.42,0,2,0.0009166666666666666
22,39996,0,3.0,3,1,12000,10.36,0.3,0,4,0.00055005500550055
38,60000,0,2.0,5,0,6000,7.88,0.1,0,17,0.0006333333333333333
22,52000,3,6.0,1,2,16000,14.22,0.31,1,3,0.0004230769230769231
22,48996,3,3.0,0,3,6000,14.11,0.12,0,4,0.00044901624622418156
23,39000,0,2.0,4,3,1300,15.2,0.33,1,3,0.0005897435897435898
33,72000,0,7.0,1,0,8700,6.92,0.12,0,8,0.0004583333333333333
23,90000,0,5.0,3,2,15000,13.85,0.17,0,2,0.0002555555555555556
24,90000,3,8.0,1,3,15000,14.84,0.17,0,3,0.0002666666666666667
22,54996,0,4.0,3,2,15000,13.35,0.27,0,4,0.00040002909302494727
28,75000,3,3.0,2,2,12000,13.49,0.16,1,9,0.0003733333333333333
27,80000,0,6.0,5,2,7500,11.03,0.09,0,10,0.0003375
35,81000,0,14.0,2,1,16000,11.49,0.2,0,10,0.0004320987654320988
31,50000,3,5.0,5,2,6000,13.49,0.12,0,6,0.00062
25,84000,0,9.0,0,0,10000,7.51,0.12,0,2,0.00029761904761904765
26,69000,3,10.0,0,3,8800,14.59,0.13,1,3,0.00037681159420289854
27,35000,3,3.0,3,0,6000,7.9,0.18,0,8,0.0007714285714285715
23,49161,3,1.0,2,3,8000,13.17,0.16,1,3,0.00046785053192571345
24,40000,3,8.0,3,1,5000,11.99,0.13,0,2,0.0006
28,121000,3,3.0,2,1,17600,10.75,0.15,0,6,0.00023140495867768595
21,27600,3,1.0,4,1,9600,10.62,0.36,0,3,0.0007608695652173913
28,60000,0,12.0,5,2,16800,13.49,0.28,0,8,0.00046666666666666666
22,35000,0,6.0,0,0,7000,5.79,0.2,0,3,0.0006285714285714285
22,60000,0,0.0,4,0,8000,6.17,0.13,0,3,0.00036666666666666667
25,50000,3,4.0,4,1,8000,11.49,0.16,0,3,0.0005
30,121000,0,8.0,3,1,12000,11.99,0.1,0,10,0.00024793388429752067
51,75000,0,2.0,5,1,16500,11.58,0.22,0,25,0.00068
22,60775,0,4.0,3,3,10000,16.49,0.14,1,3,0.00036199095022624434
23,50952,3,6.0,1,0,4000,5.42,0.08,0,4,0.00045140524415135814
23,102000,2,5.0,5,2,23600,15.27,0.23,1,3,0.00022549019607843136
31,75000,0,5.0,2,1,10000,10.99,0.13,0,5,0.0004133333333333333
32,80000,3,0.0,2,0,12000,6.62,0.15,0,9,0.0004
34,70000,3,12.0,1,1,5000,11.49,0.07,0,7,0.0004857142857142857
25,60000,3,7.0,4,1,15000,10.38,0.25,0,2,0.0004166666666666667
22,27800,2,0.0,5,1,7000,10.99,0.25,0,2,0.0007913669064748202
21,26400,3,5.0,2,2,9000,13.49,0.34,1,4,0.0007954545454545455
29,94976,0,1.0,5,0,3000,7.49,0.03,0,9,0.0003053402964959569
25,35000,0,9.0,2,1,1800,10.65,0.05,0,4,0.0007142857142857143
36,108000,0,5.0,3,2,15000,13.85,0.14,0,14,0.0003333333333333333
23,30000,3,5.0,1,1,6000,11.49,0.2,0,4,0.0007666666666666667
38,60000,3,0.0,1,2,4000,13.11,0.07,0,12,0.0006333333333333333
26,52000,0,4.0,4,1,3000,10.99,0.06,0,4,0.0005
27,41004,0,8.0,5,0,6000,7.68,0.15,0,7,0.0006584723441615452
45,55000,0,8.0,0,0,10000,6.03,0.18,0,13,0.0008181818181818182
21,50000,3,5.0,5,0,10000,6.03,0.2,0,2,0.00042
25,75996,0,9.0,3,1,3000,11.26,0.04,0,2,0.0003289646823517027
23,46800,2,7.0,5,1,7500,10.37,0.16,0,3,0.0004914529914529915
25,50000,0,0.0,0,1,12000,10.36,0.24,0,2,0.0005
28,75000,0,12.0,1,0,15000,6.03,0.2,0,7,0.0003733333333333333
21,40000,2,3.0,1,1,9600,11.26,0.24,0,4,0.000525
23,88400,3,1.0,5,3,4000,14.91,0.04,1,2,0.00026018099547511314
27,102000,3,6.0,0,1,18000,11.71,0.18,0,8,0.00026470588235294115
22,51996,0,6.0,4,0,7500,7.14,0.14,0,2,0.00042310946995922764
31,83000,3,8.0,4,0,25000,8.9,0.3,0,9,0.00037349397590361445
24,30000,3,0.0,3,2,9000,13.85,0.3,1,2,0.0008
39,60000,2,5.0,1,1,10000,11.86,0.17,0,11,0.00065
23,44000,3,5.0,1,2,20000,13.22,0.45,0,4,0.0005227272727272727
21,25200,3,5.0,2,2,7000,13.48,0.28,0,2,0.0008333333333333334
32,40000,0,2.0,1,1,8000,11.36,0.2,0,7,0.0008
30,145000,0,2.0,0,1,12000,10.99,0.08,0,8,0.00020689655172413793
23,78000,0,7.0,0,0,5000,8.0,0.06,0,3,0.0002948717948717949
33,125000,0,8.0,1,0,10000,5.99,0.08,0,10,0.000264
23,42000,3,2.0,3,1,10000,11.11,0.24,0,4,0.0005476190476190477
39,50000,3,1.0,3,2,4000,12.99,0.08,0,11,0.00078
22,30000,3,3.0,1,1,12000,11.36,0.4,0,3,0.0007333333333333333
24,46800,0,3.0,0,0,6500,9.63,0.14,0,4,0.0005128205128205128
23,52000,3,1.0,3,2,10000,12.99,0.19,0,2,0.0004423076923076923
32,60000,0,3.0,2,2,12000,13.49,0.2,0,8,0.0005333333333333334
21,55000,0,5.0,0,0,12000,7.49,0.22,0,3,0.00038181818181818184
26,84996,0,3.0,1,0,10000,8.0,0.12,0,4,0.0003058967480822627
36,85000,0,4.0,0,2,7500,13.49,0.09,0,15,0.0004235294117647059
33,43000,3,6.0,4,0,18000,8.49,0.42,0,5,0.0007674418604651163
37,54000,3,11.0,5,1,9000,10.99,0.17,0,16,0.0006851851851851852
31,45996,3,3.0,2,1,14500,12.18,0.31,0,7,0.0006739716497086703
29,70000,0,13.0,1,0,6000,6.03,0.09,0,7,0.0004142857142857143
27,65000,0,4.0,1,1,6000,10.99,0.09,0,10,0.00041538461538461537
32,84000,0,16.0,5,0,6000,6.03,0.07,0,6,0.00038095238095238096
27,180000,0,11.0,4,0,11500,8.59,0.06,0,8,0.00015
28,39000,3,3.0,3,0,4000,7.88,0.1,0,7,0.000717948717948718
25,30000,3,4.0,2,2,8000,13.49,0.27,1,3,0.0008333333333333334
24,29328,0,7.0,3,1,7000,9.99,0.24,0,3,0.0008183306055646482
30,55000,0,1.0,2,0,14000,9.63,0.25,0,7,0.0005454545454545455
28,35000,3,4.0,4,1,10000,10.65,0.29,0,6,0.0008
35,48000,3,1.0,2,2,4750,13.43,0.1,1,9,0.0007291666666666667
25,65004,3,8.0,2,0,6500,6.17,0.1,0,3,0.0003845917174327734
28,48000,3,1.0,3,0,8000,8.49,0.17,0,8,0.0005833333333333334
22,31200,3,0.0,1,1,3000,10.99,0.1,0,4,0.0007051282051282052
32,58000,1,3.0,5,3,5000,15.99,0.08,1,9,0.0005517241379310345
33,102000,3,15.0,3,1,24000,10.46,0.24,0,8,0.0003235294117647059
29,60000,0,13.0,0,0,10000,6.03,0.17,0,8,0.00048333333333333334
36,24000,3,1.0,1,4,2000,18.39,0.08,1,17,0.0015
22,60000,3,3.0,5,1,15000,11.71,0.25,0,2,0.00036666666666666667
28,275000,0,0.0,2,0,10000,6.62,0.04,0,5,0.00010181818181818181
21,42000,0,5.0,4,0,10000,8.59,0.24,0,2,0.0005
31,60000,0,11.0,0,0,1500,6.03,0.03,0,7,0.0005166666666666667
30,52000,0,5.0,5,0,5000,7.88,0.1,0,8,0.000576923076923077
21,39000,0,2.0,1,1,2400,11.89,0.06,0,3,0.0005384615384615384
22,40000,3,0.0,1,0,3000,6.92,0.07,0,4,0.00055
26,33000,0,3.0,0,0,6000,7.51,0.18,0,3,0.0007878787878787879
24,48672,3,6.0,1,1,12000,12.69,0.25,0,4,0.0004930966469428008
34,75000,0,8.0,3,2,16800,11.78,0.22,0,10,0.0004533333333333333
28,122004,0,12.0,4,0,15000,8.59,0.13,0,10,0.00022950067210911117
30,45000,3,2.0,4,1,3600,11.48,0.08,0,9,0.0006666666666666666
35,100000,3,1.0,0,2,5000,11.66,0.05,0,5,0.00035
24,60000,0,4.0,1,0,4000,7.66,0.07,0,3,0.0004
21,42000,0,5.0,0,0,5000,6.62,0.12,0,2,0.0005
31,70000,0,6.0,5,0,10000,6.99,0.14,0,10,0.00044285714285714284
23,65000,0,8.0,5,2,8000,13.8,0.12,1,2,0.00035384615384615386
28,58000,3,8.0,1,0,4000,7.66,0.07,0,5,0.0004827586206896552
25,100000,0,0.0,2,1,15000,10.99,0.15,0,3,0.00025
46,48000,0,1.0,1,1,10000,9.99,0.21,0,17,0.0009583333333333333
29,56400,0,13.0,3,0,5000,6.03,0.09,0,7,0.0005141843971631205
22,45000,0,6.0,1,1,10000,9.91,0.22,0,3,0.0004888888888888889
24,80000,0,0.0,5,0,10000,7.88,0.13,0,3,0.0003
26,138000,3,2.0,2,3,35000,14.91,0.25,1,2,0.00018840579710144927
24,37000,3,2.0,3,1,6400,9.99,0.17,0,2,0.0006486486486486486
24,60000,0,8.0,4,0,4000,7.4,0.06,0,4,0.0004
28,48000,3,0.0,1,1,15000,11.48,0.31,0,5,0.0005833333333333334
23,105000,0,1.0,4,1,24000,10.65,0.23,0,4,0.00021904761904761904
27,45000,3,3.0,5,0,9000,6.62,0.2,0,10,0.0006
29,50000,3,0.0,0,0,5000,6.03,0.1,0,8,0.00058
24,42000,3,8.0,3,2,11750,13.22,0.27,0,4,0.0005714285714285715
36,24000,3,3.0,1,1,10000,11.71,0.42,0,12,0.0015
22,54996,0,0.0,0,0,10000,8.59,0.18,0,3,0.00040002909302494727
24,130000,0,0.0,2,0,20000,6.54,0.15,0,2,0.0001846153846153846
29,200000,3,4.0,1,1,14000,12.69,0.07,0,7,0.000145
30,75000,3,4.0,0,2,8000,13.57,0.11,1,9,0.0004
37,36000,3,5.0,2,2,8000,14.26,0.22,0,15,0.0010277777777777778
24,35000,3,8.0,0,0,9600,7.49,0.27,0,4,0.0006857142857142857
32,85850,0,17.0,3,0,23000,9.63,0.26,0,9,0.000372743156668608
30,40000,3,4.0,3,2,4000,13.57,0.1,1,9,0.00075
22,42000,0,6.0,1,1,2000,11.58,0.05,0,3,0.0005238095238095238
36,38604,2,8.0,3,3,7500,14.09,0.2,0,13,0.0009325458501709667
23,85000,2,1.0,1,1,24000,11.49,0.28,0,4,0.0002705882352941176
34,80000,0,5.0,5,0,6000,6.03,0.07,0,8,0.000425
28,102058,0,13.0,2,4,15000,16.82,0.15,1,8,0.00027435379882027866
29,50000,0,9.0,1,0,5000,7.49,0.1,0,5,0.00058
22,130000,0,7.0,0,1,25000,10.38,0.19,0,2,0.00016923076923076923
26,40000,3,3.0,0,2,5000,13.48,0.13,1,3,0.00065
34,54000,0,16.0,3,0,5000,6.03,0.09,0,5,0.0006296296296296296
25,153000,0,0.0,2,2,30000,13.49,0.2,1,4,0.0001633986928104575
28,140000,0,4.0,1,1,25000,11.12,0.18,0,5,0.0002
23,65000,0,7.0,4,1,9600,10.95,0.15,0,3,0.00035384615384615386
22,30000,3,2.0,1,2,2000,12.53,0.07,0,2,0.0007333333333333333
29,54000,0,6.0,4,0,10000,7.49,0.19,0,7,0.000537037037037037
30,54000,0,2.0,1,4,20000,15.13,0.37,0,6,0.0005555555555555556
22,75000,3,6.0,5,1,10000,11.48,0.13,0,4,0.0002933333333333333
40,89796,0,2.0,5,0,6000,6.62,0.07,0,17,0.0004454541404962359
24,48600,3,5.0,3,0,6000,5.79,0.12,0,2,0.0004938271604938272
24,60000,0,8.0,3,1,12000,9.83,0.2,0,3,0.0004
22,60000,0,2.0,4,1,10000,11.71,0.17,0,2,0.00036666666666666667
41,30000,3,7.0,5,0,4000,7.9,0.13,0,17,0.0013666666666666666
24,45000,3,8.0,1,2,9600,11.97,0.21,0,2,0.0005333333333333334
22,45000,0,3.0,4,0,7000,8.59,0.16,0,4,0.0004888888888888889
23,50000,0,1.0,5,1,4000,10.37,0.08,0,2,0.00046
23,54000,0,7.0,1,1,4000,9.99,0.07,0,3,0.00042592592592592595
28,58000,3,0.0,3,2,16800,13.85,0.29,0,8,0.0004827586206896552
31,50000,3,0.0,0,0,6400,6.91,0.13,0,8,0.00062
29,75000,3,1.0,4,1,12000,11.71,0.16,0,8,0.00038666666666666667
30,52800,0,3.0,5,0,2400,6.76,0.05,0,5,0.0005681818181818182
24,182000,0,8.0,3,0,22000,7.49,0.12,0,4,0.00013186813186813186
23,70000,2,2.0,1,1,12000,11.86,0.17,0,3,0.00032857142857142856
25,132000,0,3.0,0,2,20000,12.73,0.15,0,3,0.0001893939393939394
37,62000,3,2.0,5,1,10000,9.99,0.16,0,16,0.0005967741935483871
21,14400,3,0.0,0,1,2500,10.37,0.18,0,3,0.0014583333333333334
24,60000,3,4.0,3,0,10000,7.51,0.17,0,4,0.0004
22,50000,0,3.0,1,2,6000,13.8,0.12,1,4,0.00044
23,99600,0,4.0,0,1,5000,11.86,0.05,0,3,0.00023092369477911647
24,38400,0,0.0,0,1,10000,10.62,0.26,0,4,0.000625
36,54000,3,2.0,0,3,10000,14.11,0.19,0,15,0.0006666666666666666
27,65000,3,7.0,1,4,7200,17.88,0.11,1,8,0.00041538461538461537
23,56000,3,7.0,5,3,10000,15.05,0.18,0,4,0.00041071428571428574
22,30000,3,0.0,2,4,1200,16.45,0.04,1,2,0.0007333333333333333
51,60000,3,6.0,4,3,15000,15.31,0.25,1,24,0.00085
22,40000,3,5.0,0,0,4000,7.9,0.1,0,2,0.00055
23,53000,3,2.0,0,4,9600,18.39,0.17,1,3,0.0004339622641509434
28,32000,3,1.0,3,0,6000,9.63,0.19,0,8,0.000875
42,62000,0,1.0,5,1,12900,9.99,0.2,0,12,0.0006774193548387097
21,64424,0,3.0,4,0,3200,6.03,0.05,0,3,0.0003259654787035887
30,48000,3,14.0,0,4,19750,15.13,0.4,0,8,0.000625
28,50000,2,4.0,1,0,8000,5.79,0.16,0,10,0.00056
43,62000,0,3.0,5,0,12000,6.62,0.19,0,17,0.0006935483870967742
24,50000,0,0.0,4,0,7000,9.32,0.14,0,3,0.00048
25,120000,0,5.0,2,1,20000,11.14,0.17,0,3,0.00020833333333333335
22,30000,3,0.0,5,2,6000,14.27,0.2,0,4,0.0007333333333333333
34,28704,3,0.0,0,0,7000,9.32,0.24,0,5,0.0011845039018952062
30,60000,3,2.0,1,2,10000,13.22,0.17,0,8,0.0005
36,80000,0,18.0,5,0,10000,7.51,0.13,0,14,0.00045
36,60000,2,6.0,3,0,2000,8.49,0.03,0,13,0.0006
23,39000,2,5.0,5,0,9800,7.51,0.26,0,4,0.0005897435897435898
22,21600,3,0.0,4,1,6500,9.91,0.3,0,3,0.0010185185185185184
30,24000,3,3.0,3,0,5000,7.14,0.21,0,8,0.00125
22,40000,3,0.0,0,1,4000,10.37,0.1,0,2,0.00055
22,50000,0,4.0,1,0,6000,7.49,0.12,0,4,0.00044
27,96000,0,4.0,2,0,3150,5.79,0.03,0,10,0.00028125
26,44500,3,3.0,0,0,15000,8.9,0.34,0,2,0.0005842696629213483
26,50000,3,2.0,4,2,9000,13.49,0.18,0,4,0.00052
22,60000,3,4.0,1,3,13200,14.84,0.22,1,2,0.00036666666666666667
22,42000,3,4.0,1,3,4000,16.7,0.1,0,2,0.0005238095238095238
28,120000,3,1.0,2,1,10000,11.14,0.08,0,7,0.00023333333333333333
26,65100,3,11.0,1,2,4800,13.47,0.07,1,2,0.00039938556067588326
27,44000,0,0.0,3,0,3200,8.9,0.07,0,9,0.0006136363636363636
22,31200,2,7.0,5,0,6000,6.76,0.19,0,4,0.0007051282051282052
24,120000,0,8.0,2,0,2400,5.42,0.02,0,2,0.0002
24,105000,0,8.0,5,0,7000,7.74,0.07,0,4,0.00022857142857142857
25,50000,3,2.0,2,2,10000,14.27,0.2,0,2,0.0005
28,69000,3,3.0,1,2,3500,14.17,0.05,1,8,0.00040579710144927536
23,60000,3,3.0,0,0,9000,7.14,0.15,0,3,0.00038333333333333334
25,70000,3,6.0,3,1,12000,10.37,0.17,0,2,0.00035714285714285714
26,57772,3,2.0,5,1,12000,11.89,0.21,0,4,0.00045004500450045
22,28800,0,6.0,3,1,5000,10.65,0.17,0,2,0.0007638888888888889
30,200000,3,8.0,4,1,12000,11.71,0.06,0,7,0.00015
27,24000,2,0.0,3,0,6000,7.29,0.25,0,10,0.001125
31,32000,0,3.0,2,0,1200,7.68,0.04,0,10,0.00096875
25,42000,3,4.0,1,0,13000,6.62,0.33,0,4,0.0005952380952380953
32,120000,3,3.0,5,3,10000,16.02,0.08,0,10,0.0002666666666666667
32,71000,3,0.0,1,1,10000,11.89,0.14,0,10,0.0004507042253521127
25,55000,3,4.0,3,1,3000,11.12,0.05,0,2,0.00045454545454545455
31,50000,0,0.0,3,1,18225,10.74,0.36,0,5,0.00062
22,44000,3,0.0,2,0,2000,7.29,0.05,0,4,0.0005
25,84000,0,0.0,5,1,4000,10.99,0.05,0,3,0.00029761904761904765
27,100000,0,9.0,2,0,5000,7.74,0.05,0,6,0.00027
25,60000,3,9.0,1,1,10000,10.25,0.17,0,2,0.0004166666666666667
35,85000,3,1.0,1,4,5000,18.39,0.06,0,7,0.00041176470588235296
23,70000,0,3.0,0,2,8000,13.98,0.11,1,2,0.00032857142857142856
30,65000,0,15.0,4,0,6000,7.66,0.09,0,7,0.00046153846153846153
23,60000,0,7.0,3,2,8000,12.99,0.13,1,2,0.00038333333333333334
22,50000,2,6.0,1,0,4800,7.88,0.1,0,2,0.00044
27,102500,0,4.0,4,1,6000,10.99,0.06,0,10,0.00026341463414634146
25,61400,0,9.0,5,0,15000,6.62,0.24,0,3,0.00040716612377850165
31,19200,3,0.0,2,3,3625,16.49,0.19,0,7,0.0016145833333333333
25,37000,3,2.0,5,1,6000,10.99,0.16,0,2,0.0006756756756756757
30,51000,0,14.0,4,0,6600,6.17,0.13,0,9,0.000588235294117647
38,60000,2,14.0,2,0,12000,7.51,0.2,0,13,0.0006333333333333333
26,37200,0,4.0,1,0,10000,7.9,0.27,0,2,0.0006989247311827957
