,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
22322,3,3.0,2,9000,10.25,0.15,0,3,0.0004333333333333333
51822,3,1.0,2,12000,13.06,0.18,0,2,0.0003975535168195719
4075,3,3.0,3,4000,13.49,0.08,1,2,0.00052
5266,0,7.0,3,8000,6.99,0.13,0,13,0.0006
47557,2,6.0,3,3600,8.9,0.07,0,14,0.0007090909090909091
42680,0,8.0,2,15000,10.0,0.17,0,3,0.0002718129926610492
56600,2,3.0,1,3500,13.49,0.07,1,8,0.00054
8594,3,1.0,0,2500,7.68,0.08,0,4,0.0007333333333333333
10508,3,2.0,3,8000,13.72,0.07,0,8,0.000225
11467,2,1.0,3,25000,9.91,0.29,0,2,0.00028235294117647056
27954,0,15.0,0,20000,13.85,0.25,0,6,0.000375
54212,0,13.0,3,12000,5.42,0.13,0,5,0.0003297872340425532
34838,3,0.0,5,12000,16.45,0.27,0,4,0.0005454545454545455
5228,0,8.0,1,15000,11.99,0.22,0,4,0.0003448275862068965
46322,0,4.0,1,3000,11.14,0.03,0,8,0.0003111111111111111
22299,0,1.0,0,4000,14.79,0.08,1,10,0.00066
22364,2,0.0,5,7500,13.85,0.22,0,4,0.0006176470588235294
28965,3,0.0,3,3600,6.03,0.09,0,4,0.000575
5536,0,4.0,2,12000,10.37,0.21,0,6,0.00047787610619469027
5946,0,3.0,5,7200,10.36,0.06,0,17,0.000361479436749314
31795,0,8.0,5,7000,6.99,0.05,0,6,0.00019333333333333333
50564,3,0.0,2,10400,9.91,0.09,0,6,0.0002885794675708823
20687,0,3.0,5,8000,7.88,0.15,0,2,0.00046153846153846153
55421,3,3.0,5,15000,12.69,0.34,0,13,0.0008863636363636364
51740,0,14.0,3,21000,11.12,0.16,0,9,0.0002692307692307692
37128,3,6.0,1,9600,7.29,0.12,0,2,0.0002684236212786725
29673,3,5.0,3,4800,14.54,0.15,1,2,0.0007462686567164179
14190,0,3.0,2,12000,11.14,0.08,0,8,0.00018666666666666666
39973,3,0.0,2,10000,13.79,0.19,1,9,0.0005185185185185185
10927,1,0.0,1,5000,11.26,0.12,0,3,0.0005
50199,3,5.0,1,15000,9.88,0.43,0,4,0.0006857142857142857
51195,0,2.0,4,12000,6.62,0.15,0,26,0.0006666666666666666
14050,3,4.0,5,3600,6.99,0.07,0,2,0.0004181818181818182
45474,0,9.0,4,2500,14.65,0.1,1,5,0.000124
57082,3,1.0,0,18000,11.11,0.18,0,3,0.00025
27558,3,6.0,0,7000,12.54,0.09,1,3,0.0003333333333333333
1619,3,1.0,5,5000,14.65,0.18,0,3,0.0008214285714285715
35628,3,4.0,1,15000,7.49,0.17,0,4,0.0002555555555555556
9398,0,10.0,4,10000,7.14,0.1,0,2,0.00026
48186,3,7.0,4,15000,14.42,0.17,1,3,0.0002555555555555556
31381,0,3.0,1,9600,5.79,0.13,0,3,0.0003066666666666667
51245,0,4.0,3,11500,12.42,0.16,0,7,0.0003802816901408451
41175,0,4.0,1,15000,8.9,0.25,0,10,0.00048333333333333334
2892,0,10.0,4,19500,15.7,0.33,0,6,0.0004931972789115646
36671,2,26.0,4,4000,7.66,0.13,0,2,0.0013125
5224,3,4.0,5,10000,15.65,0.23,1,5,0.0006136363636363636
52134,3,1.0,2,13000,10.65,0.24,0,3,0.00044444444444444447
22414,3,5.0,5,6000,11.86,0.09,0,2,0.0003484848484848485
38162,0,0.0,3,4950,7.66,0.09,0,9,0.0005454545454545455
54601,3,3.0,5,1500,6.91,0.06,0,4,0.001
8407,0,11.0,1,3000,11.36,0.03,0,6,0.0002962962962962963
19802,0,2.0,4,1500,14.84,0.04,1,14,0.0010833333333333333
13808,0,3.0,3,15000,7.88,0.23,0,4,0.00033846153846153846
13441,3,4.0,4,10000,12.18,0.14,0,15,0.0006214689265536723
38594,0,8.0,2,3200,7.68,0.06,0,2,0.00041594454072790295
58541,3,5.0,4,20000,11.83,0.25,0,15,0.00055
37049,2,7.0,5,12000,12.69,0.16,0,5,0.0003733333333333333
15530,2,8.0,4,6000,6.99,0.17,0,4,0.0006857142857142857
52206,0,5.0,3,2000,6.39,0.04,0,8,0.00054
24785,0,2.0,1,8000,12.84,0.11,0,8,0.00036
32507,3,0.0,3,25000,10.74,0.2,0,9,0.00024
7280,3,2.0,3,5000,8.9,0.11,0,6,0.0007044814107808381
7493,0,10.0,2,8000,6.03,0.07,0,13,0.0003083333333333333
23678,3,16.0,4,8000,8.88,0.12,0,9,0.0004923076923076923
16456,3,13.0,3,8000,13.06,0.21,1,8,0.0007631578947368421
36697,2,7.0,3,12000,6.62,0.14,0,3,0.0002941176470588235
56996,0,3.0,0,12500,15.95,0.17,1,2,0.0003255208333333333
48464,0,5.0,1,10000,7.51,0.18,0,4,0.0003928571428571429
52754,3,0.0,1,3200,15.99,0.15,1,16,0.0019090909090909091
1895,3,2.0,1,10000,7.29,0.09,0,4,0.0002173913043478261
50306,3,2.0,0,10000,14.22,0.1,0,4,0.00023000920036801473
8733,2,5.0,5,10000,9.88,0.42,0,12,0.0019166666666666666
10422,3,9.0,4,5000,11.71,0.13,0,2,0.0006
57890,0,4.0,5,10000,10.36,0.14,0,4,0.00032857142857142856
44535,3,4.0,3,5000,11.49,0.13,0,5,0.0007291666666666667
42527,3,3.0,3,18000,8.9,0.24,0,2,0.0003333333333333333
33836,0,5.0,5,3600,7.88,0.07,0,2,0.00046
49035,0,8.0,3,10000,10.99,0.27,0,2,0.0006486486486486486
16819,0,6.0,5,10000,10.25,0.17,0,13,0.0007833333333333334
17188,3,1.0,0,14000,8.9,0.4,0,5,0.0007714285714285715
16786,0,16.0,4,10000,6.62,0.14,0,5,0.00043243243243243243
39934,0,7.0,4,9000,7.49,0.15,0,13,0.0006833333333333333
3143,2,0.0,5,2500,7.14,0.06,0,3,0.000525
22025,3,2.0,0,3200,11.71,0.05,0,5,0.0005384615384615384
40279,3,6.0,2,9600,12.87,0.19,1,9,0.00058
18406,0,5.0,1,3000,7.51,0.06,0,2,0.00042
21636,0,6.0,4,17000,7.88,0.19,0,4,0.00024444444444444443
37787,2,2.0,1,15000,12.84,0.21,0,11,0.0005714612263557917
46357,3,4.0,3,15000,7.88,0.19,0,3,0.0003205128205128205
9620,3,1.0,0,13000,15.31,0.19,0,5,0.00045454545454545455
40801,3,5.0,5,5000,11.71,0.14,0,4,0.0006
21223,0,5.0,3,12000,5.42,0.16,0,3,0.00034666666666666667
195,0,1.0,0,20000,10.99,0.35,0,4,0.0004385964912280702
20232,3,9.0,0,5000,10.65,0.1,0,4,0.0004901960784313725
32031,3,7.0,1,3000,11.49,0.07,0,3,0.0005233338642517463
8452,2,7.0,1,7000,5.99,0.14,0,4,0.00046
42403,3,2.0,1,10000,13.22,0.33,1,3,0.0007333333333333333
38773,0,5.0,5,24000,13.85,0.24,1,3,0.00025
49138,0,4.0,2,15000,13.85,0.15,0,5,0.00031
7562,3,0.0,1,7000,6.99,0.11,0,4,0.00035384615384615386
24438,0,2.0,0,10800,7.51,0.14,0,2,0.0003
37145,2,8.0,4,25000,9.25,0.13,0,3,0.0001263157894736842
42992,0,3.0,1,5000,6.99,0.05,0,4,0.0002736842105263158
39592,0,2.0,5,6000,11.86,0.07,0,4,0.00026755852842809364
50165,0,16.0,5,6000,8.49,0.06,0,8,0.00030693069306930693
8887,0,1.0,5,18000,13.06,0.19,0,8,0.00030599432327772677
55446,0,4.0,5,5000,7.68,0.04,0,10,0.00024615384615384614
5970,3,2.0,5,2000,14.17,0.08,1,4,0.001
22281,3,1.0,1,20000,18.64,0.31,0,10,0.000453125
23125,3,2.0,1,3200,5.42,0.06,0,4,0.0004
36179,3,1.0,5,1000,14.59,0.03,0,9,0.001192982456140351
47505,3,1.0,0,12000,15.58,0.24,0,10,0.00054
27243,3,9.0,5,20000,11.48,0.44,0,8,0.0006
7356,3,6.0,0,4000,9.88,0.07,0,2,0.00039316239316239317
21987,0,6.0,4,10000,12.21,0.15,0,4,0.00035384615384615386
23590,0,7.0,1,6000,12.68,0.1,0,2,0.00038333333333333334
25902,3,1.0,3,10000,14.65,0.14,0,5,0.00042857142857142855
517,0,2.0,5,13000,13.11,0.23,0,2,0.0004482758620689655
15878,3,4.0,2,10000,16.29,0.14,1,3,0.00031884057971014494
39075,3,0.0,0,10000,12.73,0.22,0,4,0.0005111111111111112
30999,0,9.0,5,10000,9.63,0.11,0,5,0.0003333333333333333
23876,3,0.0,4,5000,14.42,0.17,0,4,0.0007333333333333333
31529,2,9.0,4,4000,5.42,0.09,0,2,0.0005434782608695652
10767,3,10.0,5,6000,5.79,0.13,0,2,0.0005627705627705628
42675,0,1.0,2,21000,10.0,0.14,0,6,0.0001976284584980237
26973,3,3.0,3,5000,10.62,0.21,0,4,0.0009166666666666666
48210,3,5.0,5,12000,10.65,0.2,0,4,0.0004
31601,0,9.0,1,18000,7.9,0.23,0,3,0.0003125
40680,3,1.0,1,10000,7.51,0.42,0,7,0.0011666666666666668
39369,3,3.0,3,5000,10.38,0.08,0,20,0.0008307692307692307
55345,3,3.0,3,5000,12.53,0.21,1,2,0.0009166666666666666
29115,3,5.0,1,11000,8.9,0.21,0,4,0.00039796092402736454
41632,3,8.0,4,5600,6.76,0.06,0,6,0.00031
14672,3,4.0,4,10000,11.14,0.14,0,3,0.00034285714285714285
29248,0,6.0,4,6000,9.99,0.08,0,3,0.00034666666666666667
55701,3,6.0,1,17500,7.88,0.29,0,4,0.00036666666666666667
30699,3,2.0,1,1200,12.21,0.04,0,5,0.0011
21299,0,4.0,1,15000,6.03,0.14,0,3,0.00021904761904761904
45842,0,5.0,5,15000,10.25,0.29,0,2,0.00040384615384615383
50806,0,0.0,1,3000,7.49,0.05,0,2,0.00038333333333333334
37169,3,2.0,5,8000,13.61,0.15,0,7,0.0005454545454545455
42548,0,5.0,4,20000,7.88,0.08,0,7,0.00011153846153846154
16911,3,2.0,4,3500,7.9,0.08,0,2,0.0004417670682730924
10385,0,5.0,4,15000,10.75,0.13,0,6,0.0002905982905982906
5616,0,9.0,4,25000,12.99,0.17,1,15,0.00025333333333333333
16706,0,3.0,1,5300,11.49,0.12,0,10,0.0007555555555555555
19115,0,6.0,4,8000,7.29,0.09,0,4,0.0002588235294117647
54938,0,4.0,5,15000,14.65,0.25,0,4,0.0004166666666666667
56597,3,0.0,1,8000,10.59,0.21,0,4,0.0006052631578947369
11207,3,0.0,0,3000,11.86,0.09,0,2,0.0007058823529411765
10009,3,11.0,4,9000,11.71,0.13,0,5,0.000375
41086,3,0.0,1,15000,7.49,0.09,0,3,0.00014857142857142857
14396,0,0.0,2,25000,11.83,0.17,0,7,0.0002
33432,3,4.0,3,5000,15.99,0.17,0,3,0.0008333333333333334
17358,0,9.0,4,10000,6.54,0.1,0,3,0.0002550916289131056
12772,3,2.0,1,8000,7.51,0.18,0,3,0.0004888888888888889
42351,0,3.0,1,1500,5.42,0.06,0,6,0.0012083333333333334
50621,0,2.0,0,12000,10.25,0.22,0,7,0.0005090909090909091
43537,3,4.0,1,5000,17.49,0.08,1,10,0.00046666666666666666
14602,0,1.0,5,8000,7.51,0.18,0,4,0.0005777777777777778
5086,0,4.0,1,5000,6.62,0.06,0,10,0.000375
36963,3,5.0,1,6000,12.69,0.2,0,2,0.0007666666666666667
42408,0,4.0,0,10000,10.99,0.18,0,5,0.0005454545454545455
50057,3,2.0,5,4800,9.99,0.11,0,3,0.0005777777777777778
30645,0,9.0,4,2000,5.42,0.02,0,3,0.0002633242047609016
21949,2,10.0,2,3500,11.86,0.06,0,4,0.00040123456790123454
38481,3,3.0,2,7500,12.98,0.13,0,4,0.0004166666666666667
35167,3,0.0,1,15000,15.65,0.25,1,16,0.0006680026720106881
54928,0,10.0,3,7500,11.99,0.07,0,4,0.00025490196078431374
50976,0,9.0,4,1000,7.4,0.04,0,4,0.001
15259,0,6.0,2,6000,9.99,0.06,0,16,0.000392156862745098
13003,0,9.0,3,20000,11.83,0.27,0,4,0.0003333333333333333
57813,3,9.0,3,6000,14.27,0.13,1,2,0.0005555555555555556
9137,0,10.0,0,8400,11.86,0.17,0,4,0.00052
26396,3,6.0,0,6000,9.25,0.1,0,2,0.00035
31553,3,5.0,1,10000,11.86,0.15,0,4,0.0003512093818714879
17513,3,3.0,5,15000,14.22,0.5,1,4,0.0008333333333333334
17135,3,4.0,1,10000,5.79,0.33,0,2,0.0008666666666666666
37112,0,17.0,4,6000,5.42,0.09,0,6,0.0004852655726133757
46990,3,4.0,4,8000,11.14,0.05,0,9,0.00021333333333333333
42537,0,9.0,3,7000,6.99,0.08,0,2,0.0002777777777777778
24641,0,7.0,5,6825,5.42,0.09,0,15,0.0004933333333333334
19035,3,0.0,4,4000,14.26,0.26,0,2,0.0015384615384615385
51015,0,4.0,0,8000,17.49,0.11,0,3,0.00037142857142857143
34608,0,5.0,4,7200,11.99,0.06,0,3,0.00019166666666666667
10162,0,7.0,5,3300,10.99,0.04,0,7,0.00046575342465753425
10604,3,5.0,4,5000,6.92,0.15,0,17,0.001130952380952381
50937,3,5.0,4,10000,14.11,0.15,0,6,0.0004968383017163505
14287,3,0.0,3,1500,14.35,0.03,0,4,0.0005038759689922481
29360,3,5.0,1,16000,7.9,0.27,0,2,0.0004166666666666667
46823,3,4.0,1,10000,7.29,0.14,0,6,0.00045714285714285713
18355,3,1.0,0,7500,7.49,0.12,0,4,0.0004032258064516129
37230,0,4.0,4,7000,7.51,0.09,0,4,0.000275
43980,3,3.0,1,7000,9.99,0.17,0,5,0.0006904761904761905
46427,3,4.0,4,12000,13.16,0.18,1,4,0.000364963503649635
15553,0,3.0,1,6000,10.99,0.15,0,14,0.000925
15292,0,6.0,5,6000,5.42,0.07,0,2,0.00024444444444444443
24881,0,3.0,1,4000,9.63,0.06,0,2,0.00040944881889763777
49411,0,5.0,5,4000,7.51,0.09,0,3,0.0004605263157894737
49458,2,2.0,2,13200,11.48,0.33,0,16,0.0009
5810,0,10.0,4,12000,13.49,0.14,0,2,0.0003095238095238095
41054,0,5.0,3,8000,7.49,0.18,0,2,0.0005555555555555556
25765,3,2.0,1,6600,12.69,0.19,0,2,0.0006216216216216216
55778,0,14.0,2,6000,5.42,0.05,0,10,0.00025
19989,3,1.0,2,4000,11.78,0.07,1,2,0.0004727272727272727
29139,3,1.0,4,10000,10.95,0.12,0,6,0.0003294117647058824
10033,2,2.0,5,10000,10.0,0.21,0,4,0.00044554770542931703
34995,0,1.0,2,5000,12.69,0.1,0,10,0.0005833333333333334
38527,3,2.0,3,8500,13.49,0.13,0,5,0.0004461538461538462
20851,0,0.0,1,4000,7.14,0.08,0,7,0.00056
40331,3,1.0,1,12800,10.83,0.3,0,17,0.0008636363636363636
26747,0,5.0,5,16000,15.62,0.16,0,2,0.00022
57696,2,14.0,5,18500,12.84,0.37,1,14,0.0009375
17437,0,4.0,4,25000,14.61,0.23,1,5,0.00025925925925925926
28523,2,6.0,5,10200,12.42,0.24,0,11,0.0009285714285714286
12149,0,8.0,1,1500,7.51,0.04,0,4,0.0006857142857142857
40471,3,4.0,5,8000,12.69,0.16,0,10,0.00056
56305,0,13.0,4,20000,11.49,0.15,0,6,0.0002230769230769231
30843,0,2.0,5,4000,8.59,0.05,0,3,0.0003058967480822627
45342,3,2.0,5,6000,7.51,0.2,0,6,0.0009666666666666667
47942,3,4.0,1,7000,14.72,0.15,0,5,0.000702127659574468
15655,3,0.0,5,5000,14.59,0.12,0,9,0.0008095238095238096
57734,3,5.0,0,2000,5.79,0.05,0,3,0.000619047619047619
10082,3,2.0,1,5000,10.38,0.1,0,2,0.0004563492063492064
4293,0,8.0,2,9000,13.72,0.1,0,2,0.0002666666666666667
1917,3,7.0,3,9600,11.99,0.18,0,9,0.0006
19372,0,8.0,4,4000,6.17,0.04,0,4,0.0002526315789473684
55504,3,5.0,1,12000,6.91,0.17,0,11,0.0006571428571428571
36747,3,6.0,3,10000,11.34,0.25,1,3,0.0006
53810,3,0.0,5,3000,17.58,0.07,0,6,0.0007727272727272727
15656,0,3.0,4,10000,5.99,0.28,0,17,0.0011111111111111111
57230,0,13.0,0,20000,7.88,0.21,0,8,0.00030208333333333335
46238,0,4.0,0,7500,10.95,0.09,0,10,0.0004047619047619048
31104,3,2.0,5,12000,10.39,0.2,0,10,0.0004426229508196721
30516,0,8.0,5,3600,6.62,0.04,0,10,0.0003264883364856345
3741,0,6.0,1,9600,5.79,0.12,0,3,0.000325
32684,3,3.0,5,3600,9.25,0.04,0,2,0.0002555555555555556
5561,3,16.0,1,6000,12.42,0.15,0,6,0.0008
17632,2,0.0,1,5000,7.74,0.17,0,4,0.0007333333333333333
57545,0,5.0,5,25000,15.62,0.23,1,4,0.00022222222222222223
11399,3,2.0,4,6250,13.72,0.33,0,2,0.0011458333333333333
3672,0,3.0,0,10000,7.88,0.12,0,16,0.0004691358024691358
5482,0,7.0,0,5500,12.29,0.13,1,2,0.0005392156862745098
32169,0,9.0,5,7500,17.58,0.13,0,4,0.0004166666666666667
23090,3,4.0,2,15000,13.16,0.11,0,6,0.0002
49348,0,11.0,5,12000,7.49,0.13,0,7,0.0002934782608695652
49383,0,7.0,5,12000,6.17,0.2,0,2,0.00038983050847457627
48292,0,1.0,5,12000,7.29,0.08,0,15,0.00024
17376,3,2.0,3,7000,9.32,0.25,0,10,0.0009642857142857143
50520,0,3.0,1,11000,8.38,0.11,0,3,0.00026
38886,0,3.0,1,10000,10.99,0.14,0,3,0.0003611111111111111
35673,0,4.0,2,10000,12.87,0.14,1,12,0.0005428571428571429
39759,0,1.0,4,20000,9.99,0.17,0,28,0.0004583333333333333
46796,3,7.0,2,15000,11.12,0.17,0,9,0.0003
52391,0,7.0,3,11500,7.29,0.23,0,2,0.00045881625406451353
11218,0,7.0,3,9600,7.51,0.2,0,4,0.00047916666666666664
43725,2,14.0,5,6400,9.32,0.06,0,6,0.00027272727272727274
21023,3,8.0,3,14000,6.91,0.27,0,3,0.00046153846153846153
24854,3,5.0,5,15000,10.99,0.38,0,7,0.0007435897435897436
19252,0,3.0,1,35000,10.59,0.3,0,10,0.00025925925925925926
18895,0,10.0,0,5000,8.0,0.13,0,6,0.0007
8774,3,1.0,4,7200,9.88,0.18,0,3,0.0006
9667,0,5.0,1,6000,11.36,0.1,0,5,0.00045
11223,3,0.0,3,10000,6.17,0.2,0,2,0.00044
40897,3,4.0,4,8500,11.83,0.25,0,3,0.0007647058823529412
15105,3,6.0,5,1500,11.48,0.03,0,3,0.0004365079365079365
32643,3,1.0,2,3600,8.0,0.07,0,3,0.00046153846153846153
14555,3,4.0,3,12000,12.69,0.33,0,9,0.0008055555555555556
48472,3,3.0,1,24000,17.88,0.17,0,10,0.00022142857142857142
52196,3,8.0,4,12000,9.91,0.32,0,14,0.0009736842105263158
8698,3,4.0,4,18000,12.18,0.24,0,2,0.0003066666666666667
8664,3,9.0,3,12000,12.42,0.2,0,3,0.0004166666666666667
19312,0,3.0,4,8000,6.76,0.07,0,11,0.00037272727272727273
49467,0,5.0,3,21000,12.69,0.3,0,3,0.0003333333333333333
50834,3,9.0,5,3000,12.87,0.02,0,2,0.0002
13141,3,0.0,0,4000,14.27,0.09,0,2,0.0005333333333333334
19328,3,2.0,5,18000,9.91,0.13,0,13,0.0002642857142857143
50764,0,7.0,5,7500,14.79,0.21,1,2,0.0006388888888888889
1543,3,0.0,2,18000,14.27,0.19,0,5,0.00029473684210526316
1112,3,5.0,1,10000,9.63,0.29,0,2,0.0006
43954,3,0.0,1,9600,12.92,0.33,0,2,0.0007586206896551724
12501,3,4.0,5,1000,10.99,0.01,0,16,0.0005972222222222222
2022,0,2.0,1,6000,6.54,0.03,0,3,0.00012222222222222221
22338,0,3.0,1,6000,7.74,0.08,0,6,0.0003580901856763926
49780,3,0.0,4,8000,13.85,0.11,1,2,0.00032857142857142856
6735,0,7.0,3,9000,7.74,0.14,0,2,0.00035384615384615386
12331,2,3.0,3,12000,10.99,0.16,0,8,0.0003733333333333333
52606,0,7.0,5,18000,10.62,0.33,0,14,0.0006909090909090909
24237,2,13.0,1,3500,11.99,0.09,0,5,0.0007107843137254901
46158,3,2.0,0,3000,7.88,0.07,0,4,0.0005348837209302326
42551,3,6.0,3,5000,14.65,0.09,0,4,0.00042857142857142855
48293,3,0.0,2,7000,10.59,0.14,0,5,0.00054
23041,2,16.0,2,8000,7.49,0.16,0,10,0.00064
8815,3,1.0,5,20000,12.99,0.41,0,3,0.0005154639175257732
10591,2,0.0,0,5400,14.54,0.25,1,4,0.0009722222222222222
24561,0,0.0,4,2500,8.94,0.05,0,15,0.0007884615384615384
12629,1,8.0,1,10000,9.32,0.24,0,4,0.000585308750365818
32788,0,8.0,1,7200,7.49,0.15,0,2,0.0005
22122,0,2.0,1,12000,12.18,0.13,0,4,0.0002666666666666667
39699,3,8.0,2,2500,13.99,0.05,1,2,0.0004643603436266543
55781,3,8.0,1,6000,7.88,0.13,0,3,0.0005333333333333334
10439,3,1.0,1,6000,9.99,0.25,0,12,0.0015416666666666667
51463,3,1.0,3,4800,11.83,0.11,0,8,0.0006904761904761905
36522,3,9.0,0,13000,13.99,0.43,1,4,0.0008333333333333334
20685,3,4.0,3,15000,5.99,0.32,0,3,0.0005531914893617022
37421,0,7.0,0,12000,11.99,0.12,0,7,0.0002941176470588235
15650,3,12.0,0,7200,12.68,0.21,0,6,0.0008
3333,0,0.0,4,10000,13.85,0.15,1,6,0.0005045109211775879
17776,3,11.0,5,12000,13.48,0.24,0,6,0.00054
48112,3,1.0,1,10000,21.21,0.33,0,6,0.0010333333333333334
19937,3,17.0,0,21600,10.99,0.23,0,7,0.0003473684210526316
46073,3,3.0,2,7000,16.77,0.13,1,8,0.0005185185185185185
38810,0,9.0,0,6000,10.99,0.06,0,8,0.00028
32958,3,4.0,1,8000,13.23,0.14,1,8,0.0005517621904958963
15976,0,3.0,4,12000,6.62,0.24,0,7,0.00056
4078,0,5.0,1,16750,16.49,0.35,0,3,0.00047916666666666664
47355,3,4.0,1,6300,14.61,0.08,1,3,0.0002911208151382824
55026,3,11.0,3,10500,15.27,0.24,1,6,0.0006049742325789828
297,0,7.0,4,15000,6.99,0.29,0,6,0.0005714285714285715
40434,0,4.0,4,14500,9.63,0.19,0,4,0.00032
22939,3,11.0,5,8000,15.96,0.13,1,17,0.0007
2191,3,3.0,5,3500,11.86,0.07,0,4,0.00046153846153846153
34744,3,6.0,2,6300,13.49,0.14,0,5,0.0006363057903826924
14729,0,4.0,3,24250,11.49,0.17,0,10,0.0002357142857142857
38428,0,8.0,5,12000,11.99,0.22,0,10,0.0005090909090909091
12426,0,5.0,5,24000,10.99,0.23,0,12,0.0003962264150943396
7524,3,7.0,4,9000,10.65,0.14,0,3,0.00035384615384615386
49859,3,4.0,3,10000,10.36,0.23,0,9,0.0007441860465116279
2688,3,3.0,0,5300,8.9,0.11,0,3,0.0004782608695652174
18795,0,3.0,5,8800,5.99,0.17,0,2,0.00044
10854,3,3.0,1,1000,14.79,0.03,1,4,0.00055005500550055
56057,0,10.0,4,20000,11.11,0.29,0,4,0.00037142857142857143
31217,3,0.0,3,16000,10.99,0.2,0,4,0.0003125
1140,3,3.0,5,5000,10.65,0.13,0,5,0.000775
543,3,3.0,1,6725,7.9,0.19,0,4,0.0007222222222222222
13317,0,13.0,5,10000,16.11,0.1,1,9,0.0002745098039215686
9859,3,5.0,3,6000,10.59,0.21,0,6,0.0009655172413793104
18958,3,6.0,5,4000,15.33,0.1,0,15,0.0009230769230769231
11739,0,15.0,5,10000,10.99,0.08,0,12,0.00036666666666666667
39207,0,2.0,5,20000,12.21,0.27,0,8,0.0004533333333333333
17841,3,0.0,5,4000,7.68,0.11,0,2,0.0006856359273225917
48909,3,5.0,2,15000,13.99,0.25,1,9,0.00046666666666666666
26089,0,3.0,5,1500,6.76,0.04,0,7,0.0007
12557,3,3.0,3,13000,12.53,0.24,0,2,0.0004074074074074074
11640,3,4.0,0,6000,12.87,0.1,1,7,0.00048333333333333334
30894,3,0.0,3,6000,8.49,0.2,0,8,0.0010333333333333334
42549,3,6.0,5,4000,9.25,0.13,0,4,0.0007333333333333333
16600,3,6.0,3,6000,12.29,0.23,0,3,0.0009056603773584906
14503,3,3.0,5,3000,13.49,0.1,1,4,0.0007333333333333333
40278,0,3.0,5,18000,10.25,0.19,0,6,0.0003423804780876494
51750,0,17.0,5,10000,7.9,0.18,0,9,0.0006
9400,0,2.0,4,3200,7.88,0.06,0,7,0.0005090909090909091
46350,0,11.0,2,12000,15.99,0.11,1,9,0.00025714285714285715
2265,3,4.0,5,9000,5.79,0.15,0,3,0.0004333333333333333
50470,3,7.0,1,4000,10.99,0.08,0,3,0.00047916666666666664
21111,3,2.0,4,18000,13.24,0.36,1,14,0.00086
49556,0,12.0,2,6000,10.99,0.08,0,9,0.00038888888888888887
35170,0,13.0,5,4000,14.72,0.12,1,9,0.0008529411764705882
53207,3,7.0,5,12000,7.9,0.2,0,3,0.00038333333333333334
39581,3,0.0,5,10000,10.38,0.22,0,13,0.0009333333333333333
14113,3,8.0,1,15000,10.95,0.31,0,3,0.0005054759898904802
453,2,12.0,4,15000,6.03,0.12,0,7,0.00023333333333333333
6854,3,9.0,2,11500,13.98,0.22,1,3,0.0004807692307692308
31906,3,4.0,1,5000,7.49,0.14,0,2,0.0006
10949,0,4.0,3,12000,7.51,0.24,0,10,0.00054
16271,0,2.0,4,10000,7.88,0.17,0,4,0.00035
41703,0,14.0,3,10000,8.94,0.12,0,10,0.00035294117647058826
23602,3,3.0,4,10000,13.49,0.2,1,4,0.00044
22010,0,9.0,4,1800,6.99,0.02,0,2,0.0003125
4969,0,6.0,1,6000,6.54,0.18,0,2,0.0006666666666666666
43453,3,8.0,2,3000,11.49,0.1,0,6,0.0009666666666666667
43483,3,1.0,2,5000,6.03,0.08,0,2,0.0003845917174327734
32339,3,1.0,0,20000,9.99,0.48,0,2,0.000619047619047619
39634,3,1.0,1,5000,14.79,0.1,1,3,0.00044
1563,3,7.0,3,5000,14.27,0.1,1,3,0.0004489795918367347
7985,3,7.0,0,8000,17.26,0.29,1,4,0.0008214285714285715
20698,0,8.0,5,7200,5.99,0.1,0,4,0.00032
54005,0,11.0,1,10750,7.88,0.17,0,6,0.00045
8526,0,0.0,4,10000,12.99,0.19,1,3,0.00042592592592592595
43995,3,0.0,1,7000,10.51,0.15,0,3,0.0005777777777777778
22698,0,4.0,4,25000,11.83,0.25,0,4,0.00025588536335721597
8440,0,8.0,4,5000,13.99,0.1,1,3,0.00048
45133,3,7.0,0,12000,7.49,0.11,0,3,0.0002090909090909091
53896,0,3.0,0,6000,7.14,0.05,0,8,0.0002818181818181818
16946,2,11.0,2,10000,13.23,0.18,1,7,0.00047368421052631577
14605,3,0.0,0,1000,11.86,0.07,0,8,0.001875
4801,0,8.0,3,7500,7.51,0.16,0,4,0.0005106382978723404
40462,3,8.0,1,6000,12.53,0.2,0,4,0.0008666666666666666
27708,3,0.0,5,8000,12.53,0.27,0,2,0.0007
9731,0,9.0,4,5600,11.49,0.05,0,5,0.00024166666666666667
50593,0,1.0,2,20000,13.48,0.45,0,10,0.0006279069767441861
50746,3,2.0,1,6000,10.59,0.14,0,4,0.0005238095238095238
2982,0,7.0,3,7000,10.36,0.15,0,2,0.0005043859649122807
43254,0,6.0,2,3000,5.42,0.04,0,10,0.0004027777777777778
1320,3,1.0,1,20000,16.4,0.2,0,2,0.00023469387755102041
48868,3,3.0,1,13000,11.36,0.16,0,4,0.000275
50122,3,3.0,0,10200,12.73,0.11,1,3,0.00024210526315789473
43293,3,8.0,2,2000,19.29,0.04,1,2,0.00048
51675,3,7.0,1,10000,13.49,0.17,1,4,0.00038333333333333334
